date,station_id,surface_ha,rainfall_mm,temp_max_c,water_deficit_mm
2012-09-24,ubeda,98000,0.0,23.3,0.0
2012-10-01,antequera,35000,0.0,26.1,0.0
2012-10-01,baeza,72000,0.0,25.9,0.0
2012-10-01,baza,28000,0.0,27.2,0.0
2012-10-01,cabra,52000,0.0,28.2,0.0
2012-10-01,cordoba_capital,140000,0.0,29.2,0.0
2012-10-01,ecija,42000,0.0,29.4,0.0
2012-10-01,granada_capital,55000,0.0,27.2,0.0
2012-10-01,jaen_capital,165000,0.0,27.7,0.0
2012-10-01,linares,45000,0.0,28.8,0.0
2012-10-01,lucena,88000,0.0,27.5,0.0
2012-10-01,martos,68000,0.0,26.8,0.0
2012-10-01,sevilla_capital,75000,0.0,29.0,0.0
2012-10-01,ubeda,98000,0.0,26.1,0.0
2012-10-08,antequera,35000,0.0,29.7,0.0
2012-10-08,baeza,72000,0.0,27.8,0.0
2012-10-08,baza,28000,0.0,28.5,0.0
2012-10-08,cabra,52000,0.0,30.2,0.0
2012-10-08,cordoba_capital,140000,0.0,31.7,0.0
2012-10-08,ecija,42000,0.0,31.6,0.0
2012-10-08,granada_capital,55000,0.0,29.6,0.0
2012-10-08,jaen_capital,165000,0.0,29.9,0.0
2012-10-08,linares,45000,0.0,30.6,0.0
2012-10-08,lucena,88000,0.0,29.5,0.0
2012-10-08,martos,68000,0.0,29.2,0.0
2012-10-08,sevilla_capital,75000,0.0,31.5,0.0
2012-10-08,ubeda,98000,0.0,27.9,0.0
2012-10-15,antequera,35000,0.0,22.7,0.0
2012-10-15,baeza,72000,0.0,23.8,0.0
2012-10-15,baza,28000,0.0,26.5,0.0
2012-10-15,cabra,52000,0.0,25.7,0.0
2012-10-15,cordoba_capital,140000,0.0,26.1,0.0
2012-10-15,ecija,42000,0.0,27.2,0.0
2012-10-15,granada_capital,55000,0.0,24.7,0.0
2012-10-15,jaen_capital,165000,0.0,26.1,0.0
2012-10-15,linares,45000,0.0,26.2,0.0
2012-10-15,lucena,88000,0.0,24.1,0.0
2012-10-15,martos,68000,0.0,24.8,0.0
2012-10-15,sevilla_capital,75000,0.0,25.2,0.0
2012-10-15,ubeda,98000,0.0,24.1,0.0
2012-10-22,antequera,35000,0.0,22.1,0.0
2012-10-22,baeza,72000,0.0,21.9,0.0
2012-10-22,baza,28000,0.0,22.1,0.0
2012-10-22,cabra,52000,0.0,25.2,0.0
2012-10-22,cordoba_capital,140000,0.0,27.2,0.0
2012-10-22,ecija,42000,0.0,28.3,0.0
2012-10-22,granada_capital,55000,0.0,23.0,0.0
2012-10-22,jaen_capital,165000,0.0,24.6,0.0
2012-10-22,linares,45000,0.0,24.6,0.0
2012-10-22,lucena,88000,0.0,23.9,0.0
2012-10-22,martos,68000,0.0,24.0,0.0
2012-10-22,sevilla_capital,75000,0.0,27.2,0.0
2012-10-22,ubeda,98000,0.0,22.1,0.0
2012-10-29,antequera,35000,0.0,19.7,0.0
2012-10-29,baeza,72000,0.0,16.6,0.0
2012-10-29,baza,28000,0.0,20.3,0.0
2012-10-29,cabra,52000,0.0,18.8,0.0
2012-10-29,cordoba_capital,140000,0.0,19.8,0.0
2012-10-29,ecija,42000,0.0,20.8,0.0
2012-10-29,granada_capital,55000,0.0,18.7,0.0
2012-10-29,jaen_capital,165000,0.0,18.9,0.0
2012-10-29,linares,45000,0.0,18.6,0.0
2012-10-29,lucena,88000,0.0,18.2,0.0
2012-10-29,martos,68000,0.0,17.9,0.0
2012-10-29,sevilla_capital,75000,0.0,21.4,0.0
2012-10-29,ubeda,98000,0.0,17.1,0.0
2012-11-05,antequera,35000,0.0,18.8,0.0
2012-11-05,baeza,72000,0.0,17.2,0.0
2012-11-05,baza,28000,0.0,18.2,0.0
2012-11-05,cabra,52000,0.0,23.0,0.0
2012-11-05,cordoba_capital,140000,0.0,22.1,0.0
2012-11-05,ecija,42000,0.0,22.4,0.0
2012-11-05,granada_capital,55000,0.0,22.0,0.0
2012-11-05,jaen_capital,165000,0.0,20.6,0.0
2012-11-05,linares,45000,0.0,19.8,0.0
2012-11-05,lucena,88000,0.0,21.2,0.0
2012-11-05,martos,68000,0.0,21.4,0.0
2012-11-05,sevilla_capital,75000,0.0,22.3,0.0
2012-11-05,ubeda,98000,0.0,17.0,0.0
2012-11-12,antequera,35000,0.0,17.2,0.0
2012-11-12,baeza,72000,0.0,18.0,0.0
2012-11-12,baza,28000,0.0,16.9,0.0
2012-11-12,cabra,52000,0.0,20.1,0.0
2012-11-12,cordoba_capital,140000,0.0,20.8,0.0
2012-11-12,ecija,42000,0.0,21.8,0.0
2012-11-12,granada_capital,55000,0.0,18.9,0.0
2012-11-12,jaen_capital,165000,0.0,20.9,0.0
2012-11-12,linares,45000,0.0,20.7,0.0
2012-11-12,lucena,88000,0.0,19.0,0.0
2012-11-12,martos,68000,0.0,19.7,0.0
2012-11-12,sevilla_capital,75000,0.0,21.7,0.0
2012-11-12,ubeda,98000,0.0,17.9,0.0
2012-11-19,antequera,35000,0.0,18.0,0.0
2012-11-19,baeza,72000,0.0,17.1,0.0
2012-11-19,baza,28000,0.0,18.4,0.0
2012-11-19,cabra,52000,0.0,19.8,0.0
2012-11-19,cordoba_capital,140000,0.0,19.8,0.0
2012-11-19,ecija,42000,0.0,21.0,0.0
2012-11-19,granada_capital,55000,0.0,18.8,0.0
2012-11-19,jaen_capital,165000,0.0,19.2,0.0
2012-11-19,linares,45000,0.0,19.3,0.0
2012-11-19,lucena,88000,0.0,19.2,0.0
2012-11-19,martos,68000,0.0,18.4,0.0
2012-11-19,sevilla_capital,75000,0.0,20.5,0.0
2012-11-19,ubeda,98000,0.0,17.3,0.0
2012-11-26,antequera,35000,0.0,18.1,0.0
2012-11-26,baeza,72000,0.0,15.0,0.0
2012-11-26,baza,28000,0.0,16.0,0.0
2012-11-26,cabra,52000,0.0,17.8,0.0
2012-11-26,cordoba_capital,140000,0.0,18.4,0.0
2012-11-26,ecija,42000,0.0,19.4,0.0
2012-11-26,granada_capital,55000,0.0,16.9,0.0
2012-11-26,jaen_capital,165000,0.0,17.2,0.0
2012-11-26,linares,45000,0.0,17.4,0.0
2012-11-26,lucena,88000,0.0,17.6,0.0
2012-11-26,martos,68000,0.0,16.5,0.0
2012-11-26,sevilla_capital,75000,0.0,19.2,0.0
2012-11-26,ubeda,98000,0.0,15.4,0.0
2012-12-03,antequera,35000,0.0,14.5,0.0
2012-12-03,baeza,72000,0.0,9.7,0.0
2012-12-03,baza,28000,0.0,12.4,0.0
2012-12-03,cabra,52000,0.0,14.5,0.0
2012-12-03,cordoba_capital,140000,0.0,14.2,0.0
2012-12-03,ecija,42000,0.0,15.7,0.0
2012-12-03,granada_capital,55000,0.0,12.3,0.0
2012-12-03,jaen_capital,165000,0.0,12.0,0.0
2012-12-03,linares,45000,0.0,11.9,0.0
2012-12-03,lucena,88000,0.0,13.8,0.0
2012-12-03,martos,68000,0.0,11.9,0.0
2012-12-03,sevilla_capital,75000,0.0,17.6,0.0
2012-12-03,ubeda,98000,0.0,9.9,0.0
2012-12-10,antequera,35000,0.0,16.4,0.0
2012-12-10,baeza,72000,0.0,12.2,0.0
2012-12-10,baza,28000,0.0,13.9,0.0
2012-12-10,cabra,52000,0.0,15.6,0.0
2012-12-10,cordoba_capital,140000,0.0,16.3,0.0
2012-12-10,ecija,42000,0.0,17.2,0.0
2012-12-10,granada_capital,55000,0.0,13.6,0.0
2012-12-10,jaen_capital,165000,0.0,15.0,0.0
2012-12-10,linares,45000,0.0,14.3,0.0
2012-12-10,lucena,88000,0.0,15.1,0.0
2012-12-10,martos,68000,0.0,14.2,0.0
2012-12-10,sevilla_capital,75000,0.0,17.4,0.0
2012-12-10,ubeda,98000,0.0,12.4,0.0
2012-12-17,antequera,35000,0.0,19.9,0.0
2012-12-17,baeza,72000,0.0,18.3,0.0
2012-12-17,baza,28000,0.0,20.5,0.0
2012-12-17,cabra,52000,0.0,21.6,0.0
2012-12-17,cordoba_capital,140000,0.0,20.3,0.0
2012-12-17,ecija,42000,0.0,20.3,0.0
2012-12-17,granada_capital,55000,0.0,21.2,0.0
2012-12-17,jaen_capital,165000,0.0,20.8,0.0
2012-12-17,linares,45000,0.0,20.1,0.0
2012-12-17,lucena,88000,0.0,20.7,0.0
2012-12-17,martos,68000,0.0,19.9,0.0
2012-12-17,sevilla_capital,75000,0.0,19.2,0.0
2012-12-17,ubeda,98000,0.0,18.7,0.0
2012-12-24,antequera,35000,0.0,19.9,0.0
2012-12-24,baeza,72000,0.0,17.0,0.0
2012-12-24,baza,28000,0.0,19.2,0.0
2012-12-24,cabra,52000,0.0,20.9,0.0
2012-12-24,cordoba_capital,140000,0.0,19.0,0.0
2012-12-24,ecija,42000,0.0,20.3,0.0
2012-12-24,granada_capital,55000,0.0,20.0,0.0
2012-12-24,jaen_capital,165000,0.0,19.6,0.0
2012-12-24,linares,45000,0.0,18.9,0.0
2012-12-24,lucena,88000,0.0,20.4,0.0
2012-12-24,martos,68000,0.0,19.0,0.0
2012-12-24,sevilla_capital,75000,0.0,18.7,0.0
2012-12-24,ubeda,98000,0.0,17.2,0.0
2012-12-31,antequera,35000,0.0,15.1,0.0
2012-12-31,baeza,72000,0.0,11.3,0.0
2012-12-31,baza,28000,0.0,14.3,0.0
2012-12-31,cabra,52000,0.0,14.9,0.0
2012-12-31,cordoba_capital,140000,0.0,15.2,0.0
2012-12-31,ecija,42000,0.0,15.7,0.0
2012-12-31,granada_capital,55000,0.0,15.5,0.0
2012-12-31,jaen_capital,165000,0.0,13.5,0.0
2012-12-31,linares,45000,0.0,13.5,0.0
2012-12-31,lucena,88000,0.0,14.0,0.0
2012-12-31,martos,68000,0.0,13.1,0.0
2012-12-31,sevilla_capital,75000,0.0,15.9,0.0
2012-12-31,ubeda,98000,0.0,11.5,0.0
2013-01-07,antequera,35000,0.0,14.4,0.0
2013-01-07,baeza,72000,0.0,11.4,0.0
2013-01-07,baza,28000,0.0,14.8,0.0
2013-01-07,cabra,52000,0.0,14.5,0.0
2013-01-07,cordoba_capital,140000,0.0,15.9,0.0
2013-01-07,ecija,42000,0.0,16.1,0.0
2013-01-07,granada_capital,55000,0.0,16.4,0.0
2013-01-07,jaen_capital,165000,0.0,13.0,0.0
2013-01-07,linares,45000,0.0,13.4,0.0
2013-01-07,lucena,88000,0.0,13.8,0.0
2013-01-07,martos,68000,0.0,12.5,0.0
2013-01-07,sevilla_capital,75000,0.0,17.5,0.0
2013-01-07,ubeda,98000,0.0,11.8,0.0
2013-01-14,antequera,35000,0.0,13.4,0.0
2013-01-14,baeza,72000,0.0,9.3,0.0
2013-01-14,baza,28000,0.0,10.8,0.0
2013-01-14,cabra,52000,0.0,12.5,0.0
2013-01-14,cordoba_capital,140000,0.0,14.4,0.0
2013-01-14,ecija,42000,0.0,16.0,0.0
2013-01-14,granada_capital,55000,0.0,11.9,0.0
2013-01-14,jaen_capital,165000,0.0,11.9,0.0
2013-01-14,linares,45000,0.0,11.7,0.0
2013-01-14,lucena,88000,0.0,12.0,0.0
2013-01-14,martos,68000,0.0,11.2,0.0
2013-01-14,sevilla_capital,75000,0.0,17.2,0.0
2013-01-14,ubeda,98000,0.0,9.6,0.0
2013-01-21,antequera,35000,0.0,15.1,0.0
2013-01-21,baeza,72000,0.0,11.5,0.0
2013-01-21,baza,28000,0.0,13.8,0.0
2013-01-21,cabra,52000,0.0,15.3,0.0
2013-01-21,cordoba_capital,140000,0.0,17.4,0.0
2013-01-21,ecija,42000,0.0,17.7,0.0
2013-01-21,granada_capital,55000,0.0,13.5,0.0
2013-01-21,jaen_capital,165000,0.0,13.4,0.0
2013-01-21,linares,45000,0.0,14.3,0.0
2013-01-21,lucena,88000,0.0,14.3,0.0
2013-01-21,martos,68000,0.0,13.1,0.0
2013-01-21,sevilla_capital,75000,0.0,18.5,0.0
2013-01-21,ubeda,98000,0.0,11.5,0.0
2013-01-28,antequera,35000,0.0,19.7,0.0
2013-01-28,baeza,72000,0.0,16.2,0.0
2013-01-28,baza,28000,0.0,18.3,0.0
2013-01-28,cabra,52000,0.0,19.5,0.0
2013-01-28,cordoba_capital,140000,0.0,19.5,0.0
2013-01-28,ecija,42000,0.0,19.3,0.0
2013-01-28,granada_capital,55000,0.0,19.2,0.0
2013-01-28,jaen_capital,165000,0.0,18.4,0.0
2013-01-28,linares,45000,0.0,18.3,0.0
2013-01-28,lucena,88000,0.0,18.8,0.0
2013-01-28,martos,68000,0.0,17.9,0.0
2013-01-28,sevilla_capital,75000,0.0,19.7,0.0
2013-01-28,ubeda,98000,0.0,16.4,0.0
2013-02-04,antequera,35000,0.0,16.7,0.0
2013-02-04,baeza,72000,0.0,12.6,0.0
2013-02-04,baza,28000,0.0,14.6,0.0
2013-02-04,cabra,52000,0.0,16.0,0.0
2013-02-04,cordoba_capital,140000,0.0,17.7,0.0
2013-02-04,ecija,42000,0.0,17.5,0.0
2013-02-04,granada_capital,55000,0.0,14.9,0.0
2013-02-04,jaen_capital,165000,0.0,14.9,0.0
2013-02-04,linares,45000,0.0,15.1,0.0
2013-02-04,lucena,88000,0.0,15.4,0.0
2013-02-04,martos,68000,0.0,14.4,0.0
2013-02-04,sevilla_capital,75000,0.0,18.3,0.0
2013-02-04,ubeda,98000,0.0,12.7,0.0
2013-02-11,antequera,35000,0.0,17.5,0.0
2013-02-11,baeza,72000,0.0,15.0,0.0
2013-02-11,baza,28000,0.0,16.5,0.0
2013-02-11,cabra,52000,0.0,18.1,0.0
2013-02-11,cordoba_capital,140000,0.0,18.9,0.0
2013-02-11,ecija,42000,0.0,19.6,0.0
2013-02-11,granada_capital,55000,0.0,16.7,0.0
2013-02-11,jaen_capital,165000,0.0,17.2,0.0
2013-02-11,linares,45000,0.0,17.5,0.0
2013-02-11,lucena,88000,0.0,17.8,0.0
2013-02-11,martos,68000,0.0,16.7,0.0
2013-02-11,sevilla_capital,75000,0.0,20.0,0.0
2013-02-11,ubeda,98000,0.0,15.2,0.0
2013-02-18,antequera,35000,0.0,15.2,0.0
2013-02-18,baeza,72000,0.0,12.3,0.0
2013-02-18,baza,28000,0.0,14.5,0.0
2013-02-18,cabra,52000,0.0,15.9,0.0
2013-02-18,cordoba_capital,140000,0.0,15.3,0.0
2013-02-18,ecija,42000,0.0,17.2,0.0
2013-02-18,granada_capital,55000,0.0,14.6,0.0
2013-02-18,jaen_capital,165000,0.0,14.7,0.0
2013-02-18,linares,45000,0.0,14.4,0.0
2013-02-18,lucena,88000,0.0,15.5,0.0
2013-02-18,martos,68000,0.0,14.0,0.0
2013-02-18,sevilla_capital,75000,0.0,17.3,0.0
2013-02-18,ubeda,98000,0.0,12.7,0.0
2013-02-25,antequera,35000,0.0,12.4,0.0
2013-02-25,baeza,72000,0.0,12.6,0.0
2013-02-25,baza,28000,0.0,11.2,0.0
2013-02-25,cabra,52000,0.0,14.9,0.0
2013-02-25,cordoba_capital,140000,0.0,15.8,0.0
2013-02-25,ecija,42000,0.0,17.1,0.0
2013-02-25,granada_capital,55000,0.0,13.9,0.0
2013-02-25,jaen_capital,165000,0.0,15.0,0.0
2013-02-25,linares,45000,0.0,15.3,0.0
2013-02-25,lucena,88000,0.0,14.4,0.0
2013-02-25,martos,68000,0.0,14.0,0.0
2013-02-25,sevilla_capital,75000,0.0,17.1,0.0
2013-02-25,ubeda,98000,0.0,12.8,0.0
2013-03-04,antequera,35000,0.0,17.7,0.0
2013-03-04,baeza,72000,0.0,13.9,0.0
2013-03-04,baza,28000,0.0,16.2,0.0
2013-03-04,cabra,52000,0.0,17.5,0.0
2013-03-04,cordoba_capital,140000,0.0,17.6,0.0
2013-03-04,ecija,42000,0.0,18.8,0.0
2013-03-04,granada_capital,55000,0.0,15.7,0.0
2013-03-04,jaen_capital,165000,0.0,16.4,0.0
2013-03-04,linares,45000,0.0,16.7,0.0
2013-03-04,lucena,88000,0.0,17.2,0.0
2013-03-04,martos,68000,0.0,15.8,0.0
2013-03-04,sevilla_capital,75000,0.0,18.2,0.0
2013-03-04,ubeda,98000,0.0,14.4,0.0
2013-03-11,antequera,35000,0.0,16.9,0.0
2013-03-11,baeza,72000,0.0,16.3,0.0
2013-03-11,baza,28000,0.0,18.4,0.0
2013-03-11,cabra,52000,0.0,17.7,0.0
2013-03-11,cordoba_capital,140000,0.0,18.1,0.0
2013-03-11,ecija,42000,0.0,18.9,0.0
2013-03-11,granada_capital,55000,0.0,17.6,0.0
2013-03-11,jaen_capital,165000,0.0,18.7,0.0
2013-03-11,linares,45000,0.0,18.3,0.0
2013-03-11,lucena,88000,0.0,17.1,0.0
2013-03-11,martos,68000,0.0,17.4,0.0
2013-03-11,sevilla_capital,75000,0.0,19.3,0.0
2013-03-11,ubeda,98000,0.0,16.6,0.0
2013-03-18,antequera,35000,0.0,16.1,0.0
2013-03-18,baeza,72000,0.0,18.4,0.0
2013-03-18,baza,28000,0.0,19.1,0.0
2013-03-18,cabra,52000,0.0,20.8,0.0
2013-03-18,cordoba_capital,140000,0.0,20.5,0.0
2013-03-18,ecija,42000,0.0,21.2,0.0
2013-03-18,granada_capital,55000,0.0,18.9,0.0
2013-03-18,jaen_capital,165000,0.0,20.7,0.0
2013-03-18,linares,45000,0.0,20.4,0.0
2013-03-18,lucena,88000,0.0,19.0,0.0
2013-03-18,martos,68000,0.0,19.7,0.0
2013-03-18,sevilla_capital,75000,0.0,20.2,0.0
2013-03-18,ubeda,98000,0.0,18.8,0.0
2013-03-25,antequera,35000,0.0,18.9,0.0
2013-03-25,baeza,72000,0.0,14.9,0.0
2013-03-25,baza,28000,0.0,17.4,0.0
2013-03-25,cabra,52000,0.0,18.4,0.0
2013-03-25,cordoba_capital,140000,0.0,19.7,0.0
2013-03-25,ecija,42000,0.0,19.9,0.0
2013-03-25,granada_capital,55000,0.0,17.0,0.0
2013-03-25,jaen_capital,165000,0.0,17.2,0.0
2013-03-25,linares,45000,0.0,17.6,0.0
2013-03-25,lucena,88000,0.0,17.7,0.0
2013-03-25,martos,68000,0.0,16.6,0.0
2013-03-25,sevilla_capital,75000,0.0,20.4,0.0
2013-03-25,ubeda,98000,0.0,15.0,0.0
2013-04-01,antequera,35000,0.0,16.4,0.0
2013-04-01,baeza,72000,0.0,14.5,0.0
2013-04-01,baza,28000,0.0,18.2,0.0
2013-04-01,cabra,52000,0.0,16.0,0.0
2013-04-01,cordoba_capital,140000,0.0,17.9,0.0
2013-04-01,ecija,42000,0.0,18.0,0.0
2013-04-01,granada_capital,55000,0.0,15.7,0.0
2013-04-01,jaen_capital,165000,0.0,16.3,0.0
2013-04-01,linares,45000,0.0,16.6,0.0
2013-04-01,lucena,88000,0.0,15.7,0.0
2013-04-01,martos,68000,0.0,15.2,0.0
2013-04-01,sevilla_capital,75000,0.0,18.5,0.0
2013-04-01,ubeda,98000,0.0,14.9,0.0
2013-04-08,antequera,35000,0.0,21.0,0.0
2013-04-08,baeza,72000,0.0,24.9,0.0
2013-04-08,baza,28000,0.0,25.0,0.0
2013-04-08,cabra,52000,0.0,26.6,0.0
2013-04-08,cordoba_capital,140000,0.0,26.1,0.0
2013-04-08,ecija,42000,0.0,26.8,0.0
2013-04-08,granada_capital,55000,0.0,25.6,0.0
2013-04-08,jaen_capital,165000,0.0,27.0,0.0
2013-04-08,linares,45000,0.0,27.6,0.0
2013-04-08,lucena,88000,0.0,24.9,0.0
2013-04-08,martos,68000,0.0,25.8,0.0
2013-04-08,sevilla_capital,75000,0.0,25.6,0.0
2013-04-08,ubeda,98000,0.0,25.1,0.0
2013-04-15,antequera,35000,0.0,25.3,0.0
2013-04-15,baeza,72000,0.0,26.5,0.0
2013-04-15,baza,28000,0.0,27.7,0.0
2013-04-15,cabra,52000,0.0,28.3,0.0
2013-04-15,cordoba_capital,140000,0.0,28.7,0.0
2013-04-15,ecija,42000,0.0,29.5,0.0
2013-04-15,granada_capital,55000,0.0,27.6,0.0
2013-04-15,jaen_capital,165000,0.0,28.4,0.0
2013-04-15,linares,45000,0.0,29.0,0.0
2013-04-15,lucena,88000,0.0,27.6,0.0
2013-04-15,martos,68000,0.0,27.4,0.0
2013-04-15,sevilla_capital,75000,0.0,29.2,0.0
2013-04-15,ubeda,98000,0.0,26.7,0.0
2013-04-22,antequera,35000,0.0,20.7,0.0
2013-04-22,baeza,72000,0.0,19.0,0.0
2013-04-22,baza,28000,0.0,18.6,0.0
2013-04-22,cabra,52000,0.0,20.7,0.0
2013-04-22,cordoba_capital,140000,0.0,24.2,0.0
2013-04-22,ecija,42000,0.0,23.6,0.0
2013-04-22,granada_capital,55000,0.0,20.2,0.0
2013-04-22,jaen_capital,165000,0.0,20.6,0.0
2013-04-22,linares,45000,0.0,22.1,0.0
2013-04-22,lucena,88000,0.0,20.6,0.0
2013-04-22,martos,68000,0.0,19.8,0.0
2013-04-22,sevilla_capital,75000,0.0,25.4,0.0
2013-04-22,ubeda,98000,0.0,19.2,0.0
2013-04-29,antequera,35000,0.0,21.3,0.0
2013-04-29,baeza,72000,0.0,19.6,0.0
2013-04-29,baza,28000,0.0,20.8,0.0
2013-04-29,cabra,52000,0.0,22.6,0.0
2013-04-29,cordoba_capital,140000,0.0,25.5,0.0
2013-04-29,ecija,42000,0.0,25.7,0.0
2013-04-29,granada_capital,55000,0.0,21.4,0.0
2013-04-29,jaen_capital,165000,0.0,21.6,0.0
2013-04-29,linares,45000,0.0,22.3,0.0
2013-04-29,lucena,88000,0.0,22.4,0.0
2013-04-29,martos,68000,0.0,21.0,0.0
2013-04-29,sevilla_capital,75000,0.0,26.3,0.0
2013-04-29,ubeda,98000,0.0,19.8,0.0
2013-05-06,antequera,35000,0.0,27.5,0.0
2013-05-06,baeza,72000,0.0,24.1,0.0
2013-05-06,baza,28000,0.0,26.4,0.0
2013-05-06,cabra,52000,0.0,26.9,0.0
2013-05-06,cordoba_capital,140000,0.0,29.6,0.0
2013-05-06,ecija,42000,0.0,29.8,0.0
2013-05-06,granada_capital,55000,0.0,26.2,0.0
2013-05-06,jaen_capital,165000,0.0,26.4,0.0
2013-05-06,linares,45000,0.0,26.5,0.0
2013-05-06,lucena,88000,0.0,26.5,0.0
2013-05-06,martos,68000,0.0,25.4,0.0
2013-05-06,sevilla_capital,75000,0.0,30.4,0.0
2013-05-06,ubeda,98000,0.0,24.3,0.0
2013-05-13,antequera,35000,0.0,23.7,0.0
2013-05-13,baeza,72000,0.0,23.4,0.0
2013-05-13,baza,28000,0.0,24.8,0.0
2013-05-13,cabra,52000,0.0,25.4,0.0
2013-05-13,cordoba_capital,140000,0.0,27.6,0.0
2013-05-13,ecija,42000,0.0,28.0,0.0
2013-05-13,granada_capital,55000,0.0,24.2,0.0
2013-05-13,jaen_capital,165000,0.0,25.4,0.0
2013-05-13,linares,45000,0.0,26.1,0.0
2013-05-13,lucena,88000,0.0,24.2,0.0
2013-05-13,martos,68000,0.0,24.6,0.0
2013-05-13,sevilla_capital,75000,0.0,28.8,0.0
2013-05-13,ubeda,98000,0.0,23.8,0.0
2013-05-20,antequera,35000,0.0,24.9,0.0
2013-05-20,baeza,72000,0.0,21.3,0.0
2013-05-20,baza,28000,0.0,22.6,0.0
2013-05-20,cabra,52000,0.0,24.7,0.0
2013-05-20,cordoba_capital,140000,0.0,27.8,0.0
2013-05-20,ecija,42000,0.0,28.3,0.0
2013-05-20,granada_capital,55000,0.0,23.4,0.0
2013-05-20,jaen_capital,165000,0.0,23.9,0.0
2013-05-20,linares,45000,0.0,24.4,0.0
2013-05-20,lucena,88000,0.0,24.3,0.0
2013-05-20,martos,68000,0.0,23.3,0.0
2013-05-20,sevilla_capital,75000,0.0,28.6,0.0
2013-05-20,ubeda,98000,0.0,21.4,0.0
2013-05-27,antequera,35000,0.0,25.1,0.0
2013-05-27,baeza,72000,0.0,23.3,0.0
2013-05-27,baza,28000,0.0,25.6,0.0
2013-05-27,cabra,52000,0.0,26.8,0.0
2013-05-27,cordoba_capital,140000,0.0,29.8,0.0
2013-05-27,ecija,42000,0.0,30.4,0.0
2013-05-27,granada_capital,55000,0.0,25.3,0.0
2013-05-27,jaen_capital,165000,0.0,25.5,0.0
2013-05-27,linares,45000,0.0,26.3,0.0
2013-05-27,lucena,88000,0.0,26.6,0.0
2013-05-27,martos,68000,0.0,25.1,0.0
2013-05-27,sevilla_capital,75000,0.0,31.2,0.0
2013-05-27,ubeda,98000,0.0,23.5,0.0
2013-06-03,antequera,35000,0.0,25.8,0.0
2013-06-03,baeza,72000,0.0,25.8,0.0
2013-06-03,baza,28000,0.0,28.2,0.0
2013-06-03,cabra,52000,0.0,28.9,0.0
2013-06-03,cordoba_capital,140000,0.0,31.8,0.0
2013-06-03,ecija,42000,0.0,32.4,0.0
2013-06-03,granada_capital,55000,0.0,27.5,0.0
2013-06-03,jaen_capital,165000,0.0,28.1,0.0
2013-06-03,linares,45000,0.0,28.7,0.0
2013-06-03,lucena,88000,0.0,28.3,0.0
2013-06-03,martos,68000,0.0,27.6,0.0
2013-06-03,sevilla_capital,75000,0.0,32.1,0.0
2013-06-03,ubeda,98000,0.0,26.0,0.0
2013-06-10,antequera,35000,0.0,32.3,0.0
2013-06-10,baeza,72000,0.0,32.1,0.0
2013-06-10,baza,28000,0.0,34.8,0.0
2013-06-10,cabra,52000,0.0,34.2,0.0
2013-06-10,cordoba_capital,140000,0.0,36.3,0.0
2013-06-10,ecija,42000,0.0,36.4,0.0
2013-06-10,granada_capital,55000,0.0,33.2,0.0
2013-06-10,jaen_capital,165000,0.0,34.5,0.0
2013-06-10,linares,45000,0.0,34.3,0.0
2013-06-10,lucena,88000,0.0,33.6,0.0
2013-06-10,martos,68000,0.0,33.1,0.0
2013-06-10,sevilla_capital,75000,0.0,35.9,0.0
2013-06-10,ubeda,98000,0.0,32.8,0.0
2013-06-17,antequera,35000,0.0,28.6,0.0
2013-06-17,baeza,72000,0.0,30.3,0.0
2013-06-17,baza,28000,0.0,31.5,0.0
2013-06-17,cabra,52000,0.0,32.2,0.0
2013-06-17,cordoba_capital,140000,0.0,35.5,0.0
2013-06-17,ecija,42000,0.0,35.0,0.0
2013-06-17,granada_capital,55000,0.0,31.4,0.0
2013-06-17,jaen_capital,165000,0.0,32.1,0.0
2013-06-17,linares,45000,0.0,33.1,0.0
2013-06-17,lucena,88000,0.0,31.4,0.0
2013-06-17,martos,68000,0.0,31.2,0.0
2013-06-17,sevilla_capital,75000,0.0,35.9,0.0
2013-06-17,ubeda,98000,0.0,30.9,0.0
2013-06-24,antequera,35000,0.0,30.3,0.0
2013-06-24,baeza,72000,0.0,32.1,0.0
2013-06-24,baza,28000,0.0,30.6,0.0
2013-06-24,cabra,52000,0.0,34.0,0.0
2013-06-24,cordoba_capital,140000,0.0,36.6,0.0
2013-06-24,ecija,42000,0.0,36.5,0.0
2013-06-24,granada_capital,55000,0.0,32.9,0.0
2013-06-24,jaen_capital,165000,0.0,34.1,0.0
2013-06-24,linares,45000,0.0,34.4,0.0
2013-06-24,lucena,88000,0.0,33.5,0.0
2013-06-24,martos,68000,0.0,32.9,0.0
2013-06-24,sevilla_capital,75000,0.0,37.2,0.0
2013-06-24,ubeda,98000,0.0,32.5,0.0
2013-07-01,antequera,35000,0.0,32.7,0.0
2013-07-01,baeza,72000,0.0,34.6,0.0
2013-07-01,baza,28000,0.0,33.1,0.0
2013-07-01,cabra,52000,0.0,36.6,0.0
2013-07-01,cordoba_capital,140000,0.0,39.5,0.0
2013-07-01,ecija,42000,0.0,38.5,0.0
2013-07-01,granada_capital,55000,0.0,34.1,0.0
2013-07-01,jaen_capital,165000,0.0,36.0,0.0
2013-07-01,linares,45000,0.0,36.9,0.0
2013-07-01,lucena,88000,0.0,35.1,0.0
2013-07-01,martos,68000,0.0,35.3,0.0
2013-07-01,sevilla_capital,75000,0.0,39.4,0.0
